enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
25403,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,168,0
20140,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,55,1
19618,city_114,0.93,Male,Has relevent experience,no_enrollment,High School,,11,,,1,34,0
31798,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,8,0
30076,city_114,0.93,Male,No relevent experience,no_enrollment,High School,,4,,,never,63,0
4302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,21,0
4980,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,123,0
7951,city_102,0.80,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,100-500,,4,292,0
15106,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,7,0
4635,city_136,0.90,Male,No relevent experience,,,,1,,,never,24,0
17529,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,18172,Pvt Ltd,3,48,1
8852,city_133,0.74,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,18172,Pvt Ltd,1,188,0
1794,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Public Sector,2,42,0
13720,city_36,0.89,Male,Has relevent experience,no_enrollment,High School,,16,18172,Pvt Ltd,>4,73,0
11292,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,156,1
24062,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,103,1
17781,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,39,0
28433,city_67,0.86,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,500-999,Pvt Ltd,1,96,0
27490,city_71,0.88,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,0
31489,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,never,4,0
21585,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,3,51,0
26674,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,2,6,0
13870,city_36,0.89,Male,Has relevent experience,Full time course,High School,,9,,,2,68,0
24222,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Public Sector,>4,90,0
15241,city_57,0.87,Male,Has relevent experience,no_enrollment,Graduate,Other,9,100-500,,2,4,0
14204,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,145,0
18130,city_67,0.86,Female,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,2,9,0
28603,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,26,0
23984,city_75,0.94,Male,Has relevent experience,no_enrollment,High School,,4,10000+,Public Sector,2,42,0
18892,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,50-99,Pvt Ltd,2,166,0
3498,city_41,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72,0
32720,city_145,0.56,Female,Has relevent experience,Part time course,Masters,STEM,>20,10000+,NGO,3,135,1
4828,city_21,0.62,Male,No relevent experience,no_enrollment,Masters,STEM,6,500-999,NGO,>4,138,1
29201,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,31,0
33126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,25,0
24127,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,8,0
13149,city_103,0.92,Male,No relevent experience,,,,1,,,never,12,0
23157,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,32,0
2181,city_67,0.86,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,Pvt Ltd,1,162,0
23931,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,10,,,never,53,0
16466,city_102,0.80,Male,Has relevent experience,no_enrollment,Masters,STEM,13,18172,Early Stage Startup,1,12,0
33358,city_159,0.84,Female,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,6,1
17268,city_65,0.80,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,31,0
31935,city_61,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,,1,5,0
24091,city_123,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,66,1
15998,city_149,0.69,Male,Has relevent experience,no_enrollment,,,17,,,never,182,0
3223,city_128,0.53,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,94,0
28211,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Humanities,10,100-500,Pvt Ltd,3,39,0
21176,city_175,0.78,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,103,0
32958,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,7,0
25327,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,never,80,0
27678,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,2,11,0
23741,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,18172,Pvt Ltd,2,89,1
28820,city_21,0.62,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,32,1
17500,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,19,0
14295,city_160,0.92,Male,Has relevent experience,no_enrollment,Primary School,,9,<10,NGO,2,157,0
32617,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,110,0
893,city_114,0.93,Male,Has relevent experience,no_enrollment,High School,,20,1000-4999,Pvt Ltd,>4,90,0
28991,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,,1,17,1
1783,city_40,0.78,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,56,0
14496,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,109,0
9147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,118,0
22997,city_173,0.88,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,9,0
2991,city_23,0.90,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,48,0
30340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,18172,Early Stage Startup,1,9,0
7160,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,111,1
9448,city_114,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,28,0
12062,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,17,1
18498,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,109,0
25817,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,18172,Funded Startup,1,3,0
25834,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,192,0
22816,city_98,0.95,Male,No relevent experience,no_enrollment,Masters,Arts,>20,<10,Pvt Ltd,>4,136,0
27753,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,34,0
15597,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,>4,48,0
23247,city_100,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,4,94,0
4124,city_67,0.86,Male,No relevent experience,,High School,,7,,,never,18,0
19454,city_21,0.62,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,172,1
14642,city_36,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,166,0
3438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,28,1
23609,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,18,0
32614,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,18172,Pvt Ltd,>4,9,0
4568,city_13,0.83,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,62,0
12469,city_45,0.89,Male,Has relevent experience,no_enrollment,Primary School,,7,18172,Pvt Ltd,2,20,0
13864,city_102,0.80,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,51,0
365,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,16,0
26682,city_89,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,108,0
19560,city_134,0.70,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,326,1
33255,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,10,1
32882,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,,,never,53,0
21225,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,18172,Funded Startup,1,17,0
33049,city_99,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,18172,Pvt Ltd,1,20,0
7710,city_100,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,14,0
11323,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,,,4,16,0
32733,city_21,0.62,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,61,1
25690,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,57,1
12503,city_9,0.74,Female,No relevent experience,Full time course,High School,,4,,,never,22,0
12310,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,,1,10,0
15250,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,127,0
13277,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,0
30041,city_149,0.69,Male,No relevent experience,Full time course,High School,,1,,,1,30,1
22238,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,27,0
9180,city_136,0.90,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,34,0
2015,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,48,1
3758,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,,1,10,0
31014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,4,62,0
2311,city_136,0.90,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,17,0
16796,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,54,0
13138,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,144,0
32165,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,42,0
13547,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,100-500,Pvt Ltd,1,44,0
23623,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,25,0
16787,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,>4,154,0
20785,city_28,0.94,Male,No relevent experience,Full time course,High School,,3,50-99,Public Sector,1,30,0
28699,city_16,0.91,Male,Has relevent experience,no_enrollment,,,4,100-500,Pvt Ltd,1,48,0
22966,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,84,0
32482,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,166,0
29879,city_46,0.76,Male,Has relevent experience,,Phd,STEM,15,<10,Funded Startup,>4,19,0
10209,city_128,0.53,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,145,0
28490,city_167,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,18172,Pvt Ltd,1,35,0
8093,city_45,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,18172,Pvt Ltd,1,22,0
7452,city_114,0.93,Male,No relevent experience,Full time course,High School,,6,,,never,45,0
17465,city_10,0.90,Female,No relevent experience,Full time course,Graduate,STEM,7,,NGO,1,21,1
23295,city_123,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,216,0
30339,city_162,0.77,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,Pvt Ltd,never,11,0
11696,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,NGO,1,77,0
6449,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,never,8,0
18824,city_114,0.93,Male,No relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,never,52,0
23056,city_84,0.70,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,39,0
299,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Public Sector,>4,32,0
26304,city_54,0.86,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,1,83,0
31586,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,18172,Pvt Ltd,1,4,0
28453,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,18,0
18859,city_162,0.77,Male,No relevent experience,Full time course,High School,,3,,,never,49,0
23001,city_21,0.62,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,166,0
16784,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,5,18172,Pvt Ltd,1,32,0
22595,city_100,0.89,Male,Has relevent experience,no_enrollment,Primary School,,4,18172,Pvt Ltd,1,14,0
12757,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,2,20,1
32758,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,3,23,0
23328,city_90,0.70,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,45,1
28336,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,18172,Pvt Ltd,>4,52,0
6304,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,1000-4999,Public Sector,>4,142,0
32427,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Public Sector,1,131,0
31368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,314,0
31023,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,27,0
27629,city_159,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,18172,Pvt Ltd,>4,21,1
21443,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,94,1
13383,city_57,0.87,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,78,0
10293,city_103,0.92,Male,No relevent experience,Part time course,,,9,,,2,77,1
11265,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,105,0
1973,city_126,0.48,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,22,0
14800,city_16,0.91,Female,Has relevent experience,no_enrollment,High School,,9,18172,Pvt Ltd,2,12,0
32820,city_126,0.48,Female,No relevent experience,Part time course,Masters,STEM,9,,,1,99,1
30794,city_136,0.90,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,4,76,0
32341,city_21,0.62,Male,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,9,1
9499,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,3,162,0
23511,city_100,0.89,Male,No relevent experience,Part time course,Graduate,STEM,5,,,3,54,0
20167,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,never,78,0
22494,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Funded Startup,1,5,1
31405,city_73,0.75,Male,Has relevent experience,Part time course,Graduate,STEM,8,,,3,110,1
29916,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,>4,13,1
12101,city_114,0.93,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,37,0
12770,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,3,0
22723,city_114,0.93,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,1,85,0
6025,city_64,0.67,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,14,0
21276,city_75,0.94,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0
26974,city_103,0.92,Male,Has relevent experience,Full time course,High School,,6,100-500,Funded Startup,3,167,0
30205,city_136,0.90,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,14,0
10668,city_102,0.80,Male,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,4,0
1102,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,1,23,0
31769,city_36,0.89,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,NGO,2,68,0
16067,city_67,0.86,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,51,0
6426,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,45,0
28531,city_126,0.48,Male,No relevent experience,Full time course,Masters,Other,1,18172,Other,,23,1
13173,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,30,0
12256,city_36,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,50,1
7612,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,2,14,0
28866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,NGO,2,12,0
33128,city_173,0.88,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,163,0
20747,city_36,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,never,17,0
10240,city_159,0.84,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,,1,29,0
15160,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,52,0
12284,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Early Stage Startup,1,120,0
25888,city_21,0.62,Male,No relevent experience,Full time course,High School,,6,,,never,44,1
1427,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,67,0
25916,city_64,0.67,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,14,0
12121,city_144,0.84,Male,No relevent experience,no_enrollment,High School,,3,,,never,14,0
28320,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,3,81,1
10371,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,7,500-999,Public Sector,4,28,0
10028,city_73,0.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,42,0
29671,city_40,0.78,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,50,0
